Rk,Player,Yds,Att,Day,G#,Week,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,1D,Succ%,Pos.
1,Isiah Pacheco,110,18,Sun,12,13,12/3/23,24-276,KAN,@,GNB,L 19-27,18,110,6.1,1,8,61.1,RB
2,James Conner,105,25,Sun,13,13,12/3/23,28-212,ARI,@,PIT,W 24-10,25,105,4.2,2,6,44,RB
3,Chuba Hubbard,104,25,Sun,12,13,12/3/23,24-175,CAR,@,TAM,L 18-21,25,104,4.2,2,6,64,RB
4,Derrick Henry,102,21,Sun,12,13,12/3/23,29-333,TEN,,IND,L 28-31 (OT),21,102,4.9,2,7,52.4,RB
5,Christian McCaffrey,93,17,Sun,12,13,12/3/23,27-179,SFO,@,PHI,W 42-19,17,93,5.5,1,7,70.6,RB
6,Kyren Williams,88,21,Sun,12,13,12/3/23,23-099,LAR,,CLE,W 36-19,21,88,4.2,1,5,42.9,RB
7,Rachaad White,84,20,Sun,12,13,12/3/23,24-325,TAM,,CAR,W 21-18,20,84,4.2,1,3,45,RB
8,Tyjae Spears,75,16,Sun,12,13,12/3/23,22-171,TEN,,IND,L 28-31 (OT),16,75,4.7,0,4,50,RB
9,De'Von Achane,73,17,Sun,12,13,12/3/23,22-051,MIA,@,WAS,W 45-15,17,73,4.3,2,4,52.9,RB
10,AJ Dillon,73,18,Sun,12,13,12/3/23,25-215,GNB,,KAN,W 27-19,18,73,4.1,0,5,66.7,RB
11,Joe Mixon,68,19,Mon,12,13,12/4/23,27-133,CIN,@,JAX,W 34-31 (OT),19,68,3.6,2,4,57.9,RB
12,Tony Pollard,68,20,Thu,12,13,11/30/23,26-214,DAL,,SEA,W 41-35,20,68,3.4,1,6,50,RB
13,Najee Harris,63,16,Sun,12,13,12/3/23,25-269,PIT,,ARI,L 10-24,16,63,3.9,0,2,37.5,RB
14,Chase Brown,61,9,Mon,12,13,12/4/23,23-258,CIN,@,JAX,W 34-31 (OT),9,61,6.8,0,2,33.3,RB
15,Zach Charbonnet,60,19,Thu,12,13,11/30/23,22-326,SEA,@,DAL,L 35-41,19,60,3.2,1,2,36.8,RB
16,Jahmyr Gibbs,60,8,Sun,12,13,12/3/23,21-258,DET,@,NOR,W 33-28,8,60,7.5,0,1,50,RB
17,Taysom Hill,59,13,Sun,12,13,12/3/23,33-102,NOR,,DET,L 28-33,13,59,4.5,1,3,69.2,QB
18,Jaylen Warren,59,9,Sun,12,13,12/3/23,25-032,PIT,,ARI,L 10-24,9,59,6.6,0,2,88.9,RB
19,David Montgomery,56,18,Sun,12,13,12/3/23,26-179,DET,@,NOR,W 33-28,18,56,3.1,1,5,33.3,RB
20,Bijan Robinson,53,18,Sun,12,13,12/3/23,21-307,ATL,@,NYJ,W 13-8,18,53,2.9,0,1,33.3,RB
21,Brian Robinson Jr.,53,7,Sun,13,13,12/3/23,24-256,WAS,,MIA,L 15-45,7,53,7.6,0,2,57.1,RB
22,Ezekiel Elliott,52,17,Sun,12,13,12/3/23,28-134,NWE,,LAC,L 0-6,17,52,3.1,0,1,58.8,RB
23,Alvin Kamara,51,14,Sun,12,13,12/3/23,28-131,NOR,,DET,L 28-33,14,51,3.6,2,5,50,RB
24,Zack Moss,51,19,Sun,12,13,12/3/23,25-353,IND,@,TEN,W 31-28 (OT),19,51,2.7,0,4,47.4,RB
25,Kareem Hunt,48,12,Sun,12,13,12/3/23,28-119,CLE,@,LAR,L 19-36,12,48,4,0,5,66.7,RB
26,Javonte Williams,46,13,Sun,12,13,12/3/23,23-222,DEN,@,HOU,L 17-22,13,46,3.5,0,3,53.8,RB
27,Travis Etienne,45,11,Mon,12,13,12/4/23,24-312,JAX,,CIN,L 31-34 (OT),11,45,4.1,1,4,54.5,RB
28,Russell Wilson,44,10,Sun,12,13,12/3/23,35-004,DEN,@,HOU,L 17-22,10,44,4.4,1,4,50,QB
29,Raheem Mostert,43,11,Sun,12,13,12/3/23,31-238,MIA,@,WAS,W 45-15,11,43,3.9,1,3,81.8,RB
30,Dameon Pierce,41,15,Sun,12,13,12/3/23,23-287,HOU,,DEN,W 22-17,15,41,2.7,1,1,26.7,RB
31,Rhamondre Stevenson,39,9,Sun,12,13,12/3/23,25-283,NWE,,LAC,L 0-6,9,39,4.3,0,3,55.6,RB
32,Tyquan Thornton,39,1,Sun,12,13,12/3/23,23-118,NWE,,LAC,L 0-6,1,39,39,0,1,100,WR
33,Devin Singletary,36,8,Sun,12,13,12/3/23,26-091,HOU,,DEN,W 22-17,8,36,4.5,0,1,37.5,RB
34,Dalvin Cook,35,9,Sun,12,13,12/3/23,28-115,NYJ,,ATL,L 8-13,9,35,3.9,0,1,44.4,RB
35,Antonio Gibson,35,10,Sun,13,13,12/3/23,25-163,WAS,,MIA,L 15-45,10,35,3.5,0,1,30,RB
36,Puka Nacua,34,2,Sun,12,13,12/3/23,22-188,LAR,,CLE,W 36-19,2,34,17,0,1,50,WR
37,CeeDee Lamb,30,2,Thu,12,13,11/30/23,24-236,DAL,,SEA,W 41-35,2,30,15,0,1,100,WR
38,Chris Rodriguez,29,7,Sun,13,13,12/3/23,23-068,WAS,,MIA,L 15-45,7,29,4.1,0,1,42.9,RB
39,Patrick Taylor,29,2,Sun,12,13,12/3/23,25-218,GNB,,KAN,W 27-19,2,29,14.5,0,1,100,RB
40,Tyler Allgeier,26,8,Sun,12,13,12/3/23,23-232,ATL,@,NYJ,W 13-8,8,26,3.3,0,1,50,RB
41,Patrick Mahomes,26,4,Sun,12,13,12/3/23,28-077,KAN,@,GNB,L 19-27,4,26,6.5,0,1,50,QB
42,Michael Carter,25,4,Sun,13,13,12/3/23,24-210,ARI,@,PIT,W 24-10,4,25,6.3,0,1,25,RB
43,Dak Prescott,23,7,Thu,12,13,11/30/23,30-124,DAL,,SEA,W 41-35,7,23,3.3,0,1,42.9,QB
44,Miles Sanders,23,8,Sun,12,13,12/3/23,26-216,CAR,@,TAM,L 18-21,8,23,2.9,0,1,62.5,RB
45,Jake Browning,22,2,Mon,12,13,12/4/23,27-237,CIN,@,JAX,W 34-31 (OT),2,22,11,1,2,100,QB
46,Deebo Samuel,22,3,Sun,12,13,12/3/23,27-322,SFO,@,PHI,W 42-19,3,22,7.3,1,2,66.7,WR
47,Sam Howell,21,4,Sun,13,13,12/3/23,23-078,WAS,,MIA,L 15-45,4,21,5.3,2,2,75,QB
48,Jalen Hurts,20,7,Sun,12,13,12/3/23,25-118,PHI,,SFO,L 19-42,7,20,2.9,1,1,57.1,QB
49,Kyler Murray,20,9,Sun,13,13,12/3/23,26-118,ARI,@,PIT,W 24-10,9,20,2.2,0,1,33.3,QB
50,Pierre Strong,20,2,Sun,12,13,12/3/23,24-358,CLE,@,LAR,L 19-36,2,20,10,0,2,100,RB
51,Jerome Ford,19,9,Sun,12,13,12/3/23,23-359,CLE,@,LAR,L 19-36,9,19,2.1,0,2,44.4,RB
52,Chris Godwin,19,1,Sun,12,13,12/3/23,27-279,TAM,,CAR,W 21-18,1,19,19,1,1,100,WR
53,Jameson Williams,19,1,Sun,12,13,12/3/23,22-252,DET,@,NOR,W 33-28,1,19,19,1,1,100,WR
54,Austin Ekeler,18,14,Sun,12,13,12/3/23,28-200,LAC,@,NWE,W 6-0,14,18,1.3,0,4,42.9,RB
55,Breece Hall,16,13,Sun,12,13,12/3/23,22-186,NYJ,,ATL,L 8-13,13,16,1.2,0,1,15.4,RB
56,Joshua Kelley,16,6,Sun,12,13,12/3/23,26-013,LAC,@,NWE,W 6-0,6,16,2.7,0,1,50,RB
57,Bailey Zappe,16,4,Sun,12,13,12/3/23,24-221,NWE,,LAC,L 0-6,4,16,4,0,2,100,QB
58,Rico Dowdle,15,5,Thu,12,13,11/30/23,25-169,DAL,,SEA,W 41-35,5,15,3,0,,20,RB
59,Jaleel McLaughlin,15,4,Sun,12,13,12/3/23,23-081,DEN,@,HOU,L 17-22,4,15,3.8,0,1,50,RB
60,Christian Watson,15,2,Sun,12,13,12/3/23,24-205,GNB,,KAN,W 27-19,2,15,7.5,0,1,50,WR
61,Elijah Mitchell,13,3,Sun,12,13,12/3/23,25-215,SFO,@,PHI,W 42-19,3,13,4.3,0,1,33.3,RB
62,Trey Palmer,13,1,Sun,12,13,12/3/23,22-245,TAM,,CAR,W 21-18,1,13,13,0,1,100,WR
63,D'Andre Swift,13,6,Sun,12,13,12/3/23,24-323,PHI,,SFO,L 19-42,6,13,2.2,0,,0,RB
64,Cordarrelle Patterson,11,5,Sun,12,13,12/3/23,32-261,ATL,@,NYJ,W 13-8,5,11,2.2,0,1,40,RB
65,C.J. Stroud,11,6,Sun,12,13,12/3/23,22-061,HOU,,DEN,W 22-17,6,11,1.8,0,3,50,QB
66,Jeff Wilson,11,4,Sun,12,13,12/3/23,28-017,MIA,@,WAS,W 45-15,4,11,2.8,0,1,25,RB
67,Jordan Love,10,2,Sun,12,13,12/3/23,25-031,GNB,,KAN,W 27-19,2,10,5,0,2,100,QB
68,Jordan Mason,10,2,Sun,12,13,12/3/23,24-193,SFO,@,PHI,W 42-19,2,10,5,0,1,50,RB
69,Jamaal Williams,10,5,Sun,12,13,12/3/23,28-244,NOR,,DET,L 28-33,5,10,2,0,1,40,RB
70,Brock Purdy,9,2,Sun,12,13,12/3/23,23-341,SFO,@,PHI,W 42-19,2,9,4.5,0,1,100,QB
71,Kalif Raymond,9,1,Sun,12,13,12/3/23,29-117,DET,@,NOR,W 33-28,1,9,9,0,,100,WR
72,Trevor Lawrence,8,5,Mon,12,13,12/4/23,24-059,JAX,,CIN,L 31-34 (OT),5,8,1.6,1,3,60,QB
73,Marvin Mims,8,1,Sun,12,13,12/3/23,21-259,DEN,@,HOU,L 17-22,1,8,8,0,,100,WR
74,Trevor Siemian,8,1,Sun,12,13,12/3/23,31-342,NYJ,,ATL,L 8-13,1,8,8,0,0,100,QB
75,C.J. Beathard,7,1,Mon,12,13,12/4/23,30-018,JAX,,CIN,L 31-34 (OT),1,7,7,0,0,100,QB
76,Chase Edmonds,7,2,Sun,12,13,12/3/23,27-234,TAM,,CAR,W 21-18,2,7,3.5,0,,100,RB
77,Calvin Ridley,7,3,Mon,12,13,12/4/23,28-349,JAX,,CIN,L 31-34 (OT),3,7,2.3,0,1,33.3,WR
78,Deven Thompkins,7,2,Sun,12,13,12/3/23,23-345,TAM,,CAR,W 21-18,2,7,3.5,0,1,100,WR
79,Raheem Blackshear,6,1,Sun,12,13,12/3/23,24-181,CAR,@,TAM,L 18-21,1,6,6,0,,0,RB
80,DeeJay Dallas,6,1,Thu,12,13,11/30/23,25-075,SEA,@,DAL,L 35-41,1,6,6,0,,100,RB
81,Clyde Edwards-Helaire,6,2,Sun,12,13,12/3/23,24-236,KAN,@,GNB,L 19-27,2,6,3,0,1,50,RB
82,Marcus Mariota,6,2,Sun,12,13,12/3/23,30-034,PHI,,SFO,L 19-42,2,6,3,0,1,50,QB
83,Geno Smith,6,2,Thu,12,13,11/30/23,33-051,SEA,@,DAL,L 35-41,2,6,3,1,2,100,QB
84,Kadarius Toney,6,1,Sun,12,13,12/3/23,24-310,KAN,@,GNB,L 19-27,1,6,6,0,,100,WR
85,Tyler Boyd,5,1,Mon,12,13,12/4/23,29-019,CIN,@,JAX,W 34-31 (OT),1,5,5,0,0,100,WR
86,Kenneth Gainwell,5,2,Sun,12,13,12/3/23,24-264,PHI,,SFO,L 19-42,2,5,2.5,0,0,0,RB
87,Will Levis,5,2,Sun,12,13,12/3/23,24-159,TEN,,IND,L 28-31 (OT),2,5,2.5,0,1,50,QB
88,Mitchell Trubisky,5,3,Sun,12,13,12/3/23,29-105,PIT,,ARI,L 10-24,3,5,1.7,0,0,0,QB
89,Michael Burton,4,1,Sun,12,13,12/3/23,31-305,DEN,@,HOU,L 17-22,1,4,4,0,1,100,FB
90,DeAndre Hopkins,4,1,Sun,12,13,12/3/23,31-180,TEN,,IND,L 28-31 (OT),1,4,4,0,0,100,WR
91,D'Ernest Johnson,4,5,Mon,12,13,12/4/23,27-280,JAX,,CIN,L 31-34 (OT),5,4,0.8,0,1,40,RB
92,Kenny Pickett,3,3,Sun,12,13,12/3/23,25-180,PIT,,ARI,L 10-24,3,3,1,0,0,0,QB
93,Tim Boyle,2,1,Sun,12,13,12/3/23,29-061,NYJ,,ATL,L 8-13,1,2,2,0,1,100,QB
94,Kylen Granson,2,1,Sun,12,13,12/3/23,25-251,IND,@,TEN,W 31-28 (OT),1,2,2,0,1,100,TE
95,Gardner Minshew II,2,3,Sun,12,13,12/3/23,27-201,IND,@,TEN,W 31-28 (OT),3,2,0.7,0,0,0,QB
96,Ty Montgomery,2,1,Sun,12,13,12/3/23,30-315,NWE,,LAC,L 0-6,1,2,2,0,,0,RB
97,Chigoziem Okonkwo,2,1,Sun,12,13,12/3/23,24-086,TEN,,IND,L 28-31 (OT),1,2,2,0,0,0,TE
98,James Robinson,2,1,Sun,12,13,12/3/23,25-116,GNB,,KAN,W 27-19,1,2,2,0,,0,RB
99,Boston Scott,2,1,Sun,12,13,12/3/23,28-220,PHI,,SFO,L 19-42,1,2,2,0,0,0,RB
100,Xavier Gipson,1,1,Sun,12,13,12/3/23,22-270,NYJ,,ATL,L 8-13,1,1,1,0,0,0,WR
101,Dare Ogunbowale,1,1,Sun,12,13,12/3/23,29-213,HOU,,DEN,W 22-17,1,1,1,0,,0,RB
102,Samaje Perine,1,1,Sun,12,13,12/3/23,28-078,DEN,@,HOU,L 17-22,1,1,1,0,,0,RB
103,Royce Freeman,0,1,Sun,12,13,12/3/23,27-282,LAR,,CLE,W 36-19,1,0,0,0,,0,RB
104,Desmond Ridder,0,3,Sun,12,13,12/3/23,24-094,ATL,@,NYJ,W 13-8,3,0,0,0,0,0,QB
105,Derek Carr,-1,2,Sun,12,13,12/3/23,32-250,NOR,,DET,L 28-33,2,-1,-0.5,0,0,0,QB
106,Sam Darnold,-1,1,Sun,12,13,12/3/23,26-181,SFO,@,PHI,W 42-19,1,-1,-1,0,,0,QB
107,Jared Goff,-2,2,Sun,12,13,12/3/23,29-050,DET,@,NOR,W 33-28,2,-2,-1,0,0,0,QB
108,Baker Mayfield,-2,2,Sun,12,13,12/3/23,28-233,TAM,,CAR,W 21-18,2,-2,-1,0,0,0,QB
109,Matthew Stafford,-2,1,Sun,12,13,12/3/23,35-299,LAR,,CLE,W 36-19,1,-2,-2,0,0,0,QB
110,Tyreek Hill,-4,2,Sun,12,13,12/3/23,29-277,MIA,@,WAS,W 45-15,2,-4,-2,0,1,50,WR
111,Justin Herbert,-5,4,Sun,12,13,12/3/23,25-268,LAC,@,NWE,W 6-0,4,-5,-1.3,0,0,0,QB
112,Lynn Bowden Jr.,-6,2,Sun,12,13,12/3/23,26-050,NOR,,DET,L 28-33,2,-6,-3,0,1,50,WR
113,Ryan Stonehouse,-11,1,Sun,12,13,12/3/23,24-206,TEN,,IND,L 28-31 (OT),1,-11,-11,0,,0,P
,,,,,,,,,,,,,,,,,,,