Rk,Player,Yds,Tgt,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.
98,Mack Hollins,27,3,Sun,8,8,10/29/23,30-043,ATL,@,TEN,L 23-28,3,2,27,13.5,0,66.7,9,1,66.7,WR
99,Josh Jacobs,27,4,Mon,8,8,10/30/23,25-261,LVR,@,DET,L 14-26,4,2,27,13.5,0,50,6.8,2,50,RB
100,Cade Otton,27,6,Thu,7,8,10/26/23,24-194,TAM,@,BUF,L 18-24,6,4,27,6.8,0,66.7,4.5,1,33.3,TE
101,Marquez Valdes-Scantling,27,4,Sun,8,8,10/29/23,29-019,KAN,@,DEN,L 9-24,4,2,27,13.5,0,50,6.8,1,50,WR
102,Raheem Blackshear,26,2,Sun,7,8,10/29/23,24-146,CAR,,HOU,W 15-13,2,2,26,13,0,100,13,1,100,RB
103,Chuba Hubbard,26,2,Sun,7,8,10/29/23,24-140,CAR,,HOU,W 15-13,2,2,26,13,0,100,13,2,100,RB
104,Demario Douglas,25,7,Sun,8,8,10/29/23,22-325,NWE,@,MIA,L 17-31,7,5,25,5,0,71.4,3.6,1,28.6,WR
105,Noah Gray,25,3,Sun,8,8,10/29/23,24-182,KAN,@,DEN,L 9-24,3,2,25,12.5,0,66.7,8.3,1,66.7,TE
106,Irv Smith Jr.,25,4,Sun,7,8,10/29/23,25-081,CIN,@,SFO,W 31-17,4,4,25,6.3,0,100,6.3,1,50,TE
107,Connor Heyward,24,6,Sun,7,8,10/29/23,24-280,PIT,,JAX,L 10-20,6,5,24,4.8,0,83.3,4,1,66.7,TE
108,Trenton Irwin,24,2,Sun,7,8,10/29/23,27-323,CIN,@,SFO,W 31-17,2,2,24,12,0,100,12,1,50,WR
109,Van Jefferson,24,5,Sun,8,8,10/29/23,27-095,ATL,@,TEN,L 23-28,5,3,24,8,0,60,4.8,2,60,WR
110,Josh Palmer,24,4,Sun,7,8,10/29/23,24-037,LAC,,CHI,W 30-13,4,3,24,8,0,75,6,1,50,WR
111,Kyle Philips,24,3,Sun,7,8,10/29/23,24-134,TEN,,ATL,W 28-23,3,3,24,8,0,100,8,,0,WR
112,Kalif Raymond,24,4,Mon,8,8,10/30/23,29-083,DET,,LVR,W 26-14,4,2,24,12,0,50,6,1,25,WR
113,Jake Bobo,23,2,Sun,7,8,10/29/23,25-086,SEA,,CLE,W 24-20,2,2,23,11.5,0,100,11.5,1,50,WR
114,DJ Chark,23,4,Sun,7,8,10/29/23,27-036,CAR,,HOU,W 15-13,4,2,23,11.5,0,50,5.8,1,50,WR
115,Joe Mixon,23,3,Sun,7,8,10/29/23,27-097,CIN,@,SFO,W 31-17,3,3,23,7.7,0,100,7.7,2,100,RB
116,Chigoziem Okonkwo,23,5,Sun,7,8,10/29/23,24-051,TEN,,ATL,W 28-23,5,4,23,5.8,0,80,4.6,2,40,TE
117,Darrynton Evans,22,4,Sun,8,8,10/29/23,25-112,CHI,@,LAC,L 13-30,4,3,22,7.3,0,75,5.5,0,50,RB
118,Trey Palmer,22,6,Thu,7,8,10/26/23,22-207,TAM,@,BUF,L 18-24,6,3,22,7.3,0,50,3.7,1,33.3,WR
119,George Pickens,22,5,Sun,7,8,10/29/23,22-239,PIT,,JAX,L 10-20,5,1,22,22,1,20,4.4,1,20,WR
120,Curtis Samuel,22,4,Sun,8,8,10/29/23,27-079,WAS,,PHI,L 31-38,4,4,22,5.5,0,100,5.5,,50,WR
121,Tutu Atwell,21,4,Sun,8,8,10/29/23,24-022,LAR,@,DAL,L 20-43,4,2,21,10.5,0,50,5.3,1,25,WR
122,Derrick Henry,21,4,Sun,7,8,10/29/23,29-298,TEN,,ATL,W 28-23,4,4,21,5.3,0,100,5.3,1,100,RB
123,Cooper Kupp,21,10,Sun,8,8,10/29/23,30-136,LAR,@,DAL,L 20-43,10,4,21,5.3,0,40,2.1,,30,WR
124,Michael Gallup,20,3,Sun,7,8,10/29/23,27-239,DAL,,LAR,W 43-20,3,2,20,10,0,66.7,6.7,1,66.7,WR
125,Brian Robinson Jr.,20,2,Sun,8,8,10/29/23,24-221,WAS,,PHI,L 31-38,2,2,20,10,0,100,10,1,100,RB
126,Ben Skowronek,20,1,Sun,8,8,10/29/23,26-124,LAR,@,DAL,L 20-43,1,1,20,20,1,100,20,1,100,WR
127,Calvin Austin,19,2,Sun,7,8,10/29/23,24-219,PIT,,JAX,L 10-20,2,2,19,9.5,0,100,9.5,1,100,WR
128,Zay Flowers,19,7,Sun,8,8,10/29/23,23-048,BAL,@,ARI,W 31-24,7,5,19,3.8,0,71.4,2.7,1,28.6,WR
129,Austin Hooper,19,2,Mon,8,8,10/30/23,29-001,LVR,@,DET,L 14-26,2,2,19,9.5,0,100,9.5,1,100,TE
130,Michael Mayer,19,2,Mon,8,8,10/30/23,22-116,LVR,@,DET,L 14-26,2,1,19,19,0,50,9.5,1,50,TE
131,Jakobi Meyers,19,1,Mon,8,8,10/30/23,26-355,LVR,@,DET,L 14-26,1,1,19,19,0,100,19,1,100,WR
132,Hunter Renfrow,19,4,Mon,8,8,10/30/23,27-313,LVR,@,DET,L 14-26,4,2,19,9.5,0,50,4.8,,0,WR
133,C.J. Uzomah,19,1,Sun,7,8,10/29/23,30-288,NYJ,@,NYG,W 13-10 (OT),1,1,19,19,0,100,19,1,100,TE
134,Jaylen Warren,19,5,Sun,7,8,10/29/23,24-362,PIT,,JAX,L 10-20,5,4,19,4.8,0,80,3.8,1,60,RB
135,Romeo Doubs,18,9,Sun,7,8,10/29/23,23-199,GNB,,MIN,L 10-24,9,4,18,4.5,1,44.4,2,2,33.3,WR
136,John Bates,17,1,Sun,8,8,10/29/23,25-357,WAS,,PHI,L 31-38,1,1,17,17,0,100,17,1,100,TE
137,Aaron Jones,17,5,Sun,7,8,10/29/23,28-331,GNB,,MIN,L 10-24,5,4,17,4.3,0,80,3.4,2,60,RB
138,Salvon Ahmed,16,4,Sun,8,8,10/29/23,24-304,MIA,,NWE,W 31-17,4,4,16,4,0,100,4,1,25,RB
139,Tank Dell,16,4,Sun,7,8,10/29/23,24-000,HOU,@,CAR,L 13-15,4,3,16,5.3,0,75,4,1,50,WR
140,Chase Edmonds,16,3,Thu,7,8,10/26/23,27-196,TAM,@,BUF,L 18-24,3,2,16,8,0,66.7,5.3,,66.7,RB
141,Samaje Perine,16,3,Sun,8,8,10/29/23,28-043,DEN,,KAN,W 24-9,3,2,16,8,0,66.7,5.3,1,66.7,RB
142,Jameson Williams,16,3,Mon,8,8,10/30/23,22-218,DET,,LVR,W 26-14,3,2,16,8,0,66.7,5.3,1,33.3,WR
143,Chase Claypool,15,2,Sun,8,8,10/29/23,25-114,MIA,,NWE,W 31-17,2,1,15,15,0,50,7.5,1,50,WR
144,Gus Edwards,14,2,Sun,8,8,10/29/23,28-199,BAL,@,ARI,W 31-24,2,2,14,7,0,100,7,0,100,RB
145,Taysom Hill,14,1,Sun,8,8,10/29/23,33-067,NOR,@,IND,W 38-27,1,1,14,14,0,100,14,1,100,QB
146,Scott Miller,14,2,Sun,8,8,10/29/23,26-090,ATL,@,TEN,L 23-28,2,2,14,7,1,100,7,1,50,WR
147,DeVante Parker,14,2,Sun,8,8,10/29/23,30-282,NWE,@,MIA,L 17-31,2,1,14,14,0,50,7,1,50,WR
148,Jeff Wilson,14,2,Sun,8,8,10/29/23,27-347,MIA,,NWE,W 31-17,2,2,14,7,0,100,7,0,50,RB
149,Mecole Hardman,13,2,Sun,8,8,10/29/23,25-231,KAN,@,DEN,L 9-24,2,2,13,6.5,0,100,6.5,1,50,WR
150,Josh Reynolds,13,1,Mon,8,8,10/30/23,28-256,DET,,LVR,W 26-14,1,1,13,13,0,100,13,,100,WR
151,Luke Schoonmaker,13,1,Sun,7,8,10/29/23,25-031,DAL,,LAR,W 43-20,1,1,13,13,0,100,13,1,100,TE
152,Devin Singletary,13,2,Sun,7,8,10/29/23,26-056,HOU,@,CAR,L 13-15,2,2,13,6.5,0,100,6.5,1,50,RB
153,Jonnu Smith,13,1,Sun,8,8,10/29/23,28-068,ATL,@,TEN,L 23-28,1,1,13,13,0,100,13,,0,TE
154,Stephen Sullivan,13,1,Sun,7,8,10/29/23,26-335,CAR,,HOU,W 15-13,1,1,13,13,0,100,13,1,100,TE
155,KaVontae Turpin,13,2,Sun,7,8,10/29/23,27-088,DAL,,LAR,W 43-20,2,1,13,13,0,50,6.5,1,50,WR
156,Javonte Williams,13,3,Sun,8,8,10/29/23,23-187,DEN,,KAN,W 24-9,3,3,13,4.3,1,100,4.3,2,66.7,RB
157,Ameer Abdullah,12,1,Mon,8,8,10/30/23,30-139,LVR,@,DET,L 14-26,1,1,12,12,0,100,12,,0,RB
158,Kareem Hunt,12,1,Sun,7,8,10/29/23,28-084,CLE,@,SEA,L 20-24,1,1,12,12,0,100,12,1,100,RB
159,Craig Reynolds,12,1,Mon,8,8,10/30/23,27-137,DET,,LVR,W 26-14,1,1,12,12,0,100,12,1,100,RB
160,Davante Adams,11,7,Mon,8,8,10/30/23,30-310,LVR,@,DET,L 14-26,7,1,11,11,0,14.3,1.6,1,14.3,WR
161,Mo Alie-Cox,11,2,Sun,8,8,10/29/23,30-040,IND,,NOR,L 27-38,2,1,11,11,0,50,5.5,1,50,TE
162,Mike Boone,11,1,Sun,7,8,10/29/23,28-091,HOU,@,CAR,L 13-15,1,1,11,11,0,100,11,1,100,S
163,Zach Charbonnet,11,2,Sun,7,8,10/29/23,22-294,SEA,,CLE,W 24-20,2,2,11,5.5,0,100,5.5,0,50,RB
164,Mike Gesicki,11,3,Sun,8,8,10/29/23,28-026,NWE,@,MIA,L 17-31,3,2,11,5.5,0,66.7,3.7,,0,TE
165,Tyler Scott,11,3,Sun,8,8,10/29/23,22-017,CHI,@,LAC,L 13-30,3,1,11,11,0,33.3,3.7,1,33.3,WR
166,Rhamondre Stevenson,11,4,Sun,8,8,10/29/23,25-248,NWE,@,MIA,L 17-31,4,2,11,5.5,0,50,2.8,0,25,RB
167,Roschon Johnson,10,4,Sun,8,8,10/29/23,22-271,CHI,@,LAC,L 13-30,4,3,10,3.3,0,75,2.5,1,25,RB
168,Isaiah Likely,10,1,Sun,8,8,10/29/23,23-194,BAL,@,ARI,W 31-24,1,1,10,10,0,100,10,1,100,TE
169,Jerick McKinnon,10,2,Sun,8,8,10/29/23,31-179,KAN,@,DEN,L 9-24,2,1,10,10,0,50,5,1,50,RB
170,Rondale Moore,10,3,Sun,8,8,10/29/23,23-142,ARI,,BAL,L 24-31,3,2,10,5,0,66.7,3.3,1,66.7,WR
171,Brandon Powell,10,3,Sun,8,8,10/29/23,28-047,MIN,@,GNB,W 24-10,3,1,10,10,0,33.3,3.3,1,33.3,WR
172,Simi Fehoko,9,2,Sun,7,8,10/29/23,25-358,LAC,,CHI,W 30-13,2,1,9,9,1,50,4.5,1,50,WR
173,Rakim Jarrett,9,3,Thu,7,8,10/26/23,22-275,TAM,@,BUF,L 18-24,3,1,9,9,0,33.3,3,,33.3,WR
174,Terrace Marshall Jr.,9,1,Sun,7,8,10/29/23,23-142,CAR,,HOU,W 15-13,1,1,9,9,0,100,9,,100,WR
175,Kendre Miller,9,1,Sun,8,8,10/29/23,21-140,NOR,@,IND,W 38-27,1,1,9,9,0,100,9,0,100,RB
176,Luke Musgrave,9,3,Sun,7,8,10/29/23,23-057,GNB,,MIN,L 10-24,3,2,9,4.5,0,66.7,3,1,33.3,TE
177,Tyjae Spears,9,4,Sun,7,8,10/29/23,22-136,TEN,,ATL,W 28-23,4,3,9,3,0,75,2.3,0,0,RB
178,Andrew Beck,8,1,Sun,7,8,10/29/23,27-167,HOU,@,CAR,L 13-15,1,1,8,8,0,100,8,0,100,FB
179,Braxton Berrios,8,3,Sun,8,8,10/29/23,28-023,MIA,,NWE,W 31-17,3,2,8,4,0,66.7,2.7,,33.3,WR
180,Julio Jones,8,2,Sun,8,8,10/29/23,34-263,PHI,@,WAS,W 38-31,2,1,8,8,1,50,4,1,50,WR
181,Skyy Moore,8,3,Sun,8,8,10/29/23,23-049,KAN,@,DEN,L 9-24,3,1,8,8,0,33.3,2.7,1,33.3,WR
182,Zack Moss,8,1,Sun,8,8,10/29/23,25-318,IND,,NOR,L 27-38,1,1,8,8,0,100,8,1,100,RB
183,Johnny Mundt,8,1,Sun,8,8,10/29/23,28-340,MIN,@,GNB,W 24-10,1,1,8,8,0,100,8,,100,TE
184,Robert Tonyan,8,1,Sun,8,8,10/29/23,29-182,CHI,@,LAC,L 13-30,1,1,8,8,0,100,8,,100,TE
185,Jamaal Williams,8,1,Sun,8,8,10/29/23,28-209,NOR,@,IND,W 38-27,1,1,8,8,0,100,8,0,100,RB
186,Rico Dowdle,7,2,Sun,7,8,10/29/23,25-137,DAL,,LAR,W 43-20,2,2,7,3.5,0,100,3.5,0,50,RB
187,Keaontay Ingram,7,1,Sun,8,8,10/29/23,24-003,ARI,,BAL,L 24-31,1,1,7,7,0,100,7,0,100,RB
188,D'Andre Swift,7,3,Sun,8,8,10/29/23,24-288,PHI,@,WAS,W 38-31,3,2,7,3.5,0,66.7,2.3,0,33.3,RB
189,Cam Akers,6,1,Sun,8,8,10/29/23,24-129,MIN,@,GNB,W 24-10,1,1,6,6,0,100,6,0,100,RB
190,Jordan Akins,6,1,Sun,7,8,10/29/23,31-193,CLE,@,SEA,L 20-24,1,1,6,6,0,100,6,,100,TE
191,James Cook,6,1,Thu,8,8,10/26/23,24-031,BUF,,TAM,W 24-18,1,1,6,6,0,100,6,0,0,RB
192,Will Mallory,6,2,Sun,8,8,10/29/23,24-129,IND,,NOR,L 27-38,2,1,6,6,0,50,3,,0,TE
193,Jaleel McLaughlin,6,2,Sun,8,8,10/29/23,23-046,DEN,,KAN,W 24-9,2,2,6,3,0,100,3,0,0,RB
194,Luke Farrell,5,1,Sun,8,8,10/29/23,26-015,JAX,@,PIT,W 20-10,1,1,5,5,0,100,5,,100,TE
195,Alec Ingold,5,2,Sun,8,8,10/29/23,27-112,MIA,,NWE,W 31-17,2,1,5,5,0,50,2.5,,50,FB
196,Juwan Johnson,5,2,Sun,8,8,10/29/23,27-046,NOR,@,IND,W 38-27,2,1,5,5,0,50,2.5,1,50,TE
197,Dalton Schultz,5,5,Sun,7,8,10/29/23,27-110,HOU,@,CAR,L 13-15,5,2,5,2.5,0,40,1,1,20,TE
198,Isaiah Spiller,5,1,Sun,7,8,10/29/23,22-081,LAC,,CHI,W 30-13,1,1,5,5,0,100,5,,100,RB
199,Brock Wright,5,1,Mon,8,8,10/30/23,24-337,DET,,LVR,W 26-14,1,1,5,5,0,100,5,1,100,TE
200,Olamide Zaccheaus,5,2,Sun,8,8,10/29/23,26-098,PHI,@,WAS,W 38-31,2,1,5,5,0,50,2.5,,50,WR
,,,,,,,,,,,,,,,,,,,,,,